doc1,doc2,similarity
doc_000022,doc_000044,0.55
doc_000038,doc_000044,0.55
doc_000040,doc_000052,0.55
doc_000036,doc_000052,0.55
doc_000011,doc_000052,0.55
doc_000001,doc_000052,0.55
api_20260416_034719_769078,doc_000052,0.55
api_20260416_034703_810579,doc_000052,0.55
api_20260416_033932_359570,doc_000052,0.55
api_20260416_020230_731102,doc_000052,0.55
doc_000034,doc_000052,0.55
doc_000023,doc_000052,0.55
doc_000020,doc_000052,0.55
doc_000014,doc_000052,0.55
doc_000022,doc_000052,0.55
doc_000038,doc_000052,0.55
doc_000040,doc_000060,0.55
doc_000036,doc_000060,0.55
doc_000011,doc_000060,0.55
doc_000022,doc_000060,0.55
doc_000060,doc_000061,0.55
doc_000052,doc_000061,0.55
doc_000044,doc_000061,0.55
doc_000031,doc_000061,0.55
doc_000013,doc_000061,0.55
doc_000008,doc_000061,0.55
doc_000060,doc_000062,0.55
doc_000052,doc_000062,0.55
doc_000044,doc_000062,0.55
doc_000031,doc_000062,0.55
doc_000013,doc_000062,0.55
doc_000008,doc_000062,0.55
doc_000062,doc_000064,0.55
doc_000061,doc_000064,0.55
doc_000040,doc_000064,0.55
doc_000036,doc_000064,0.55
doc_000011,doc_000064,0.55
doc_000001,doc_000064,0.55
api_20260416_034719_769078,doc_000064,0.55
api_20260416_034703_810579,doc_000064,0.55
api_20260416_033932_359570,doc_000064,0.55
api_20260416_020230_731102,doc_000064,0.55
doc_000056,doc_000064,0.55
doc_000055,doc_000064,0.55
doc_000034,doc_000064,0.55
doc_000023,doc_000064,0.55
doc_000020,doc_000064,0.55
doc_000014,doc_000064,0.55
doc_000022,doc_000064,0.55
doc_000038,doc_000064,0.55
doc_000064,doc_000065,0.55
doc_000052,doc_000065,0.55
doc_000044,doc_000065,0.55
doc_000031,doc_000065,0.55
doc_000008,doc_000065,0.55
doc_000060,doc_000065,0.55
doc_000013,doc_000065,0.55
doc_000064,doc_000086,0.55
doc_000060,doc_000086,0.55
doc_000052,doc_000086,0.55
doc_000044,doc_000086,0.55
doc_000031,doc_000086,0.55
doc_000013,doc_000086,0.55
doc_000008,doc_000086,0.55
doc_000086,doc_000091,0.55
doc_000062,doc_000091,0.55
doc_000061,doc_000091,0.55
doc_000040,doc_000091,0.55
doc_000036,doc_000091,0.55
doc_000011,doc_000091,0.55
doc_000065,doc_000091,0.55
doc_000022,doc_000091,0.55
doc_000086,doc_000092,0.55
doc_000062,doc_000092,0.55
doc_000061,doc_000092,0.55
doc_000040,doc_000092,0.55
doc_000036,doc_000092,0.55
doc_000011,doc_000092,0.55
doc_000001,doc_000092,0.55
api_20260416_034719_769078,doc_000092,0.55
api_20260416_034703_810579,doc_000092,0.55
api_20260416_033932_359570,doc_000092,0.55
api_20260416_020230_731102,doc_000092,0.55
doc_000084,doc_000092,0.55
doc_000082,doc_000092,0.55
doc_000078,doc_000092,0.55
doc_000066,doc_000092,0.55
doc_000056,doc_000092,0.55
doc_000055,doc_000092,0.55
doc_000034,doc_000092,0.55
doc_000023,doc_000092,0.55
doc_000020,doc_000092,0.55
doc_000014,doc_000092,0.55
doc_000065,doc_000092,0.55
doc_000022,doc_000092,0.55
doc_000038,doc_000092,0.55
doc_000092,doc_000093,0.55
doc_000091,doc_000093,0.55
doc_000064,doc_000093,0.55
doc_000060,doc_000093,0.55
doc_000052,doc_000093,0.55
doc_000044,doc_000093,0.55
doc_000031,doc_000093,0.55
doc_000013,doc_000093,0.55
doc_000008,doc_000093,0.55
doc_000018,doc_000039,0.5263157894736842
doc_000035,doc_000039,0.5263157894736842
doc_000019,doc_000039,0.5263157894736842
doc_000012,doc_000039,0.5263157894736842
doc_000069,doc_000075,0.5263157894736842
doc_000054,doc_000075,0.5263157894736842
doc_000050,doc_000075,0.5263157894736842
doc_000048,doc_000075,0.5263157894736842
doc_000045,doc_000075,0.5263157894736842
doc_000041,doc_000075,0.5263157894736842
doc_000018,doc_000075,0.5263157894736842
doc_000073,doc_000075,0.5263157894736842
doc_000043,doc_000075,0.5263157894736842
doc_000035,doc_000075,0.5263157894736842
doc_000019,doc_000075,0.5263157894736842
doc_000012,doc_000075,0.5263157894736842
doc_000069,doc_000076,0.5263157894736842
doc_000054,doc_000076,0.5263157894736842
doc_000050,doc_000076,0.5263157894736842
doc_000048,doc_000076,0.5263157894736842
doc_000045,doc_000076,0.5263157894736842
doc_000041,doc_000076,0.5263157894736842
doc_000018,doc_000076,0.5263157894736842
doc_000073,doc_000076,0.5263157894736842
doc_000043,doc_000076,0.5263157894736842
doc_000035,doc_000076,0.5263157894736842
doc_000019,doc_000076,0.5263157894736842
doc_000012,doc_000076,0.5263157894736842
doc_000083,doc_000085,0.5263157894736842
doc_000069,doc_000085,0.5263157894736842
doc_000054,doc_000085,0.5263157894736842
doc_000050,doc_000085,0.5263157894736842
doc_000048,doc_000085,0.5263157894736842
doc_000045,doc_000085,0.5263157894736842
doc_000041,doc_000085,0.5263157894736842
doc_000018,doc_000085,0.5263157894736842
doc_000073,doc_000085,0.5263157894736842
doc_000043,doc_000085,0.5263157894736842
doc_000035,doc_000085,0.5263157894736842
doc_000019,doc_000085,0.5263157894736842
doc_000012,doc_000085,0.5263157894736842
doc_000039,doc_000043,0.5263157894736842
doc_000039,doc_000073,0.5263157894736842
doc_000085,doc_000097,0.5263157894736842
doc_000076,doc_000097,0.5263157894736842
doc_000075,doc_000097,0.5263157894736842
doc_000039,doc_000097,0.5263157894736842
doc_000039,doc_000041,0.5263157894736842
doc_000039,doc_000045,0.5263157894736842
doc_000039,doc_000048,0.5263157894736842
doc_000039,doc_000050,0.5263157894736842
doc_000039,doc_000054,0.5263157894736842
doc_000039,doc_000069,0.5263157894736842
doc_000076,doc_000083,0.5263157894736842
doc_000075,doc_000083,0.5263157894736842
doc_000039,doc_000083,0.5263157894736842
doc_000085,doc_000087,0.5263157894736842
doc_000076,doc_000087,0.5263157894736842
doc_000075,doc_000087,0.5263157894736842
doc_000039,doc_000087,0.5263157894736842
doc_000002,doc_000079,0.5238095238095238
doc_000074,doc_000079,0.5238095238095238
doc_000068,doc_000079,0.5238095238095238
doc_000058,doc_000079,0.5238095238095238
doc_000051,doc_000079,0.5238095238095238
doc_000029,doc_000079,0.5238095238095238
doc_000002,doc_000094,0.5238095238095238
doc_000074,doc_000094,0.5238095238095238
doc_000068,doc_000094,0.5238095238095238
doc_000058,doc_000094,0.5238095238095238
doc_000051,doc_000094,0.5238095238095238
doc_000029,doc_000094,0.5238095238095238
doc_000094,doc_000098,0.5238095238095238
doc_000079,doc_000098,0.5238095238095238
doc_000006,doc_000013,0.5238095238095238
doc_000005,doc_000013,0.5238095238095238
doc_000003,doc_000013,0.5238095238095238
doc_000007,doc_000031,0.5238095238095238
doc_000021,doc_000031,0.5238095238095238
doc_000024,doc_000031,0.5238095238095238
doc_000007,doc_000044,0.5238095238095238
doc_000021,doc_000044,0.5238095238095238
doc_000024,doc_000044,0.5238095238095238
doc_000007,doc_000052,0.5238095238095238
doc_000046,doc_000052,0.5238095238095238
doc_000021,doc_000052,0.5238095238095238
doc_000024,doc_000052,0.5238095238095238
doc_000006,doc_000060,0.5238095238095238
doc_000005,doc_000060,0.5238095238095238
doc_000003,doc_000060,0.5238095238095238
doc_000057,doc_000060,0.5238095238095238
doc_000026,doc_000060,0.5238095238095238
doc_000007,doc_000064,0.5238095238095238
doc_000046,doc_000064,0.5238095238095238
doc_000021,doc_000064,0.5238095238095238
doc_000024,doc_000064,0.5238095238095238
doc_000006,doc_000091,0.5238095238095238
doc_000005,doc_000091,0.5238095238095238
doc_000003,doc_000091,0.5238095238095238
doc_000090,doc_000091,0.5238095238095238
doc_000080,doc_000091,0.5238095238095238
doc_000057,doc_000091,0.5238095238095238
doc_000026,doc_000091,0.5238095238095238
doc_000007,doc_000092,0.5238095238095238
doc_000089,doc_000092,0.5238095238095238
doc_000046,doc_000092,0.5238095238095238
doc_000021,doc_000092,0.5238095238095238
doc_000088,doc_000092,0.5238095238095238
doc_000024,doc_000092,0.5238095238095238
doc_000005,doc_000008,0.5238095238095238
doc_000003,doc_000008,0.5238095238095238
doc_000006,doc_000008,0.5238095238095238
doc_000013,doc_000026,0.5238095238095238
doc_000008,doc_000026,0.5238095238095238
doc_000044,doc_000046,0.5238095238095238
doc_000031,doc_000046,0.5238095238095238
doc_000013,doc_000057,0.5238095238095238
doc_000008,doc_000057,0.5238095238095238
doc_000060,doc_000080,0.5238095238095238
doc_000013,doc_000080,0.5238095238095238
doc_000008,doc_000080,0.5238095238095238
doc_000064,doc_000088,0.5238095238095238
doc_000052,doc_000088,0.5238095238095238
doc_000044,doc_000088,0.5238095238095238
doc_000031,doc_000088,0.5238095238095238
doc_000064,doc_000089,0.5238095238095238
doc_000052,doc_000089,0.5238095238095238
doc_000044,doc_000089,0.5238095238095238
doc_000031,doc_000089,0.5238095238095238
doc_000060,doc_000090,0.5238095238095238
doc_000013,doc_000090,0.5238095238095238
doc_000008,doc_000090,0.5238095238095238
doc_000091,doc_000099,0.5238095238095238
doc_000060,doc_000099,0.5238095238095238
doc_000013,doc_000099,0.5238095238095238
doc_000008,doc_000099,0.5238095238095238
doc_000004,doc_000039,0.5
doc_000037,doc_000039,0.5
doc_000030,doc_000039,0.5
doc_000027,doc_000039,0.5
doc_000016,doc_000039,0.5
doc_000000,doc_000039,0.5
doc_000004,doc_000075,0.5
doc_000071,doc_000075,0.5
doc_000070,doc_000075,0.5
doc_000063,doc_000075,0.5
doc_000059,doc_000075,0.5
doc_000047,doc_000075,0.5
doc_000037,doc_000075,0.5
doc_000030,doc_000075,0.5
doc_000027,doc_000075,0.5
doc_000016,doc_000075,0.5
doc_000000,doc_000075,0.5
doc_000004,doc_000076,0.5
doc_000071,doc_000076,0.5
doc_000070,doc_000076,0.5
doc_000063,doc_000076,0.5
doc_000059,doc_000076,0.5
doc_000047,doc_000076,0.5
doc_000037,doc_000076,0.5
doc_000030,doc_000076,0.5
doc_000027,doc_000076,0.5
doc_000016,doc_000076,0.5
doc_000000,doc_000076,0.5
doc_000004,doc_000085,0.5
doc_000071,doc_000085,0.5
doc_000070,doc_000085,0.5
doc_000063,doc_000085,0.5
doc_000059,doc_000085,0.5
doc_000047,doc_000085,0.5
doc_000037,doc_000085,0.5
doc_000030,doc_000085,0.5
doc_000027,doc_000085,0.5
doc_000016,doc_000085,0.5
doc_000000,doc_000085,0.5
doc_000039,doc_000047,0.5
doc_000039,doc_000059,0.5
doc_000039,doc_000063,0.5
doc_000039,doc_000070,0.5
doc_000039,doc_000071,0.5
doc_000085,doc_000096,0.5
doc_000076,doc_000096,0.5
doc_000075,doc_000096,0.5
doc_000039,doc_000096,0.5
doc_000006,doc_000029,0.4814814814814814
doc_000005,doc_000029,0.4814814814814814
doc_000003,doc_000029,0.4814814814814814
doc_000026,doc_000029,0.4814814814814814
doc_000006,doc_000051,0.4814814814814814
doc_000005,doc_000051,0.4814814814814814
doc_000003,doc_000051,0.4814814814814814
doc_000026,doc_000051,0.4814814814814814
doc_000006,doc_000058,0.4814814814814814
doc_000005,doc_000058,0.4814814814814814
doc_000003,doc_000058,0.4814814814814814
doc_000057,doc_000058,0.4814814814814814
doc_000026,doc_000058,0.4814814814814814
doc_000006,doc_000068,0.4814814814814814
doc_000005,doc_000068,0.4814814814814814
doc_000003,doc_000068,0.4814814814814814
doc_000057,doc_000068,0.4814814814814814
doc_000026,doc_000068,0.4814814814814814
doc_000006,doc_000074,0.4814814814814814
doc_000005,doc_000074,0.4814814814814814
doc_000003,doc_000074,0.4814814814814814
doc_000057,doc_000074,0.4814814814814814
doc_000026,doc_000074,0.4814814814814814
doc_000006,doc_000098,0.4814814814814814
doc_000005,doc_000098,0.4814814814814814
doc_000003,doc_000098,0.4814814814814814
doc_000090,doc_000098,0.4814814814814814
doc_000080,doc_000098,0.4814814814814814
doc_000057,doc_000098,0.4814814814814814
doc_000026,doc_000098,0.4814814814814814
doc_000002,doc_000026,0.4814814814814814
doc_000002,doc_000057,0.4814814814814814
doc_000051,doc_000057,0.4814814814814814
doc_000029,doc_000057,0.4814814814814814
doc_000002,doc_000080,0.4814814814814814
doc_000074,doc_000080,0.4814814814814814
doc_000068,doc_000080,0.4814814814814814
doc_000058,doc_000080,0.4814814814814814
doc_000051,doc_000080,0.4814814814814814
doc_000029,doc_000080,0.4814814814814814
doc_000002,doc_000090,0.4814814814814814
doc_000074,doc_000090,0.4814814814814814
doc_000068,doc_000090,0.4814814814814814
doc_000058,doc_000090,0.4814814814814814
doc_000051,doc_000090,0.4814814814814814
doc_000029,doc_000090,0.4814814814814814
doc_000002,doc_000099,0.4814814814814814
doc_000098,doc_000099,0.4814814814814814
doc_000074,doc_000099,0.4814814814814814
doc_000068,doc_000099,0.4814814814814814
doc_000058,doc_000099,0.4814814814814814
doc_000051,doc_000099,0.4814814814814814
doc_000029,doc_000099,0.4814814814814814
doc_000002,doc_000003,0.4814814814814814
doc_000002,doc_000005,0.4814814814814814
doc_000002,doc_000006,0.4814814814814814
doc_000011,doc_000014,0.46153846153846156
doc_000011,doc_000020,0.46153846153846156
doc_000011,doc_000023,0.46153846153846156
doc_000022,doc_000023,0.46153846153846156
doc_000011,doc_000034,0.46153846153846156
doc_000022,doc_000034,0.46153846153846156
doc_000036,doc_000038,0.46153846153846156
doc_000022,doc_000038,0.46153846153846156
doc_000011,doc_000038,0.46153846153846156
doc_000040,doc_000055,0.46153846153846156
doc_000036,doc_000055,0.46153846153846156
doc_000011,doc_000055,0.46153846153846156
doc_000022,doc_000055,0.46153846153846156
doc_000040,doc_000056,0.46153846153846156
doc_000036,doc_000056,0.46153846153846156
doc_000011,doc_000056,0.46153846153846156
doc_000022,doc_000056,0.46153846153846156
doc_000062,doc_000066,0.46153846153846156
doc_000061,doc_000066,0.46153846153846156
doc_000040,doc_000066,0.46153846153846156
doc_000036,doc_000066,0.46153846153846156
doc_000011,doc_000066,0.46153846153846156
doc_000065,doc_000066,0.46153846153846156
doc_000022,doc_000066,0.46153846153846156
doc_000062,doc_000078,0.46153846153846156
doc_000061,doc_000078,0.46153846153846156
doc_000040,doc_000078,0.46153846153846156
doc_000036,doc_000078,0.46153846153846156
doc_000011,doc_000078,0.46153846153846156
doc_000065,doc_000078,0.46153846153846156
doc_000022,doc_000078,0.46153846153846156
doc_000062,doc_000082,0.46153846153846156
doc_000061,doc_000082,0.46153846153846156
doc_000040,doc_000082,0.46153846153846156
doc_000036,doc_000082,0.46153846153846156
doc_000011,doc_000082,0.46153846153846156
doc_000065,doc_000082,0.46153846153846156
doc_000022,doc_000082,0.46153846153846156
doc_000062,doc_000084,0.46153846153846156
doc_000061,doc_000084,0.46153846153846156
doc_000040,doc_000084,0.46153846153846156
doc_000036,doc_000084,0.46153846153846156
doc_000011,doc_000084,0.46153846153846156
doc_000065,doc_000084,0.46153846153846156
doc_000022,doc_000084,0.46153846153846156
doc_000093,doc_000095,0.46153846153846156
doc_000086,doc_000095,0.46153846153846156
doc_000062,doc_000095,0.46153846153846156
doc_000061,doc_000095,0.46153846153846156
doc_000040,doc_000095,0.46153846153846156
doc_000036,doc_000095,0.46153846153846156
doc_000011,doc_000095,0.46153846153846156
doc_000065,doc_000095,0.46153846153846156
doc_000022,doc_000095,0.46153846153846156
doc_000001,doc_000011,0.46153846153846156
api_20260416_034719_769078,doc_000011,0.46153846153846156
api_20260416_034703_810579,doc_000011,0.46153846153846156
api_20260416_033932_359570,doc_000011,0.46153846153846156
api_20260416_020230_731102,doc_000011,0.46153846153846156
doc_000001,doc_000022,0.46153846153846156
api_20260416_034719_769078,doc_000022,0.46153846153846156
api_20260416_034703_810579,doc_000022,0.46153846153846156
api_20260416_033932_359570,doc_000022,0.46153846153846156
api_20260416_020230_731102,doc_000022,0.46153846153846156
doc_000020,doc_000022,0.46153846153846156
doc_000014,doc_000022,0.46153846153846156
doc_000001,doc_000036,0.46153846153846156
api_20260416_034719_769078,doc_000036,0.46153846153846156
api_20260416_034703_810579,doc_000036,0.46153846153846156
api_20260416_033932_359570,doc_000036,0.46153846153846156
api_20260416_020230_731102,doc_000036,0.46153846153846156
doc_000034,doc_000036,0.46153846153846156
doc_000023,doc_000036,0.46153846153846156
doc_000020,doc_000036,0.46153846153846156
doc_000014,doc_000036,0.46153846153846156
doc_000001,doc_000040,0.46153846153846156
api_20260416_034719_769078,doc_000040,0.46153846153846156
api_20260416_034703_810579,doc_000040,0.46153846153846156
api_20260416_033932_359570,doc_000040,0.46153846153846156
api_20260416_020230_731102,doc_000040,0.46153846153846156
doc_000034,doc_000040,0.46153846153846156
doc_000023,doc_000040,0.46153846153846156
doc_000020,doc_000040,0.46153846153846156
doc_000014,doc_000040,0.46153846153846156
doc_000038,doc_000040,0.46153846153846156
doc_000001,doc_000061,0.46153846153846156
api_20260416_034719_769078,doc_000061,0.46153846153846156
api_20260416_034703_810579,doc_000061,0.46153846153846156
api_20260416_033932_359570,doc_000061,0.46153846153846156
api_20260416_020230_731102,doc_000061,0.46153846153846156
doc_000056,doc_000061,0.46153846153846156
doc_000055,doc_000061,0.46153846153846156
doc_000034,doc_000061,0.46153846153846156
doc_000023,doc_000061,0.46153846153846156
doc_000020,doc_000061,0.46153846153846156
doc_000014,doc_000061,0.46153846153846156
doc_000038,doc_000061,0.46153846153846156
doc_000001,doc_000062,0.46153846153846156
api_20260416_034719_769078,doc_000062,0.46153846153846156
api_20260416_034703_810579,doc_000062,0.46153846153846156
api_20260416_033932_359570,doc_000062,0.46153846153846156
api_20260416_020230_731102,doc_000062,0.46153846153846156
doc_000056,doc_000062,0.46153846153846156
doc_000055,doc_000062,0.46153846153846156
doc_000034,doc_000062,0.46153846153846156
doc_000023,doc_000062,0.46153846153846156
doc_000020,doc_000062,0.46153846153846156
doc_000014,doc_000062,0.46153846153846156
doc_000038,doc_000062,0.46153846153846156
doc_000001,doc_000065,0.46153846153846156
api_20260416_034719_769078,doc_000065,0.46153846153846156
api_20260416_034703_810579,doc_000065,0.46153846153846156
api_20260416_033932_359570,doc_000065,0.46153846153846156
api_20260416_020230_731102,doc_000065,0.46153846153846156
doc_000056,doc_000065,0.46153846153846156
doc_000055,doc_000065,0.46153846153846156
doc_000038,doc_000065,0.46153846153846156
doc_000034,doc_000065,0.46153846153846156
doc_000023,doc_000065,0.46153846153846156
doc_000020,doc_000065,0.46153846153846156
doc_000014,doc_000065,0.46153846153846156
doc_000001,doc_000086,0.46153846153846156
api_20260416_034719_769078,doc_000086,0.46153846153846156
api_20260416_034703_810579,doc_000086,0.46153846153846156
api_20260416_033932_359570,doc_000086,0.46153846153846156
api_20260416_020230_731102,doc_000086,0.46153846153846156
doc_000084,doc_000086,0.46153846153846156
doc_000082,doc_000086,0.46153846153846156
doc_000078,doc_000086,0.46153846153846156
doc_000066,doc_000086,0.46153846153846156
doc_000056,doc_000086,0.46153846153846156
doc_000055,doc_000086,0.46153846153846156
doc_000034,doc_000086,0.46153846153846156
doc_000023,doc_000086,0.46153846153846156
doc_000020,doc_000086,0.46153846153846156
doc_000014,doc_000086,0.46153846153846156
doc_000038,doc_000086,0.46153846153846156
doc_000001,doc_000093,0.46153846153846156
api_20260416_034719_769078,doc_000093,0.46153846153846156
api_20260416_034703_810579,doc_000093,0.46153846153846156
api_20260416_033932_359570,doc_000093,0.46153846153846156
api_20260416_020230_731102,doc_000093,0.46153846153846156
doc_000084,doc_000093,0.46153846153846156
doc_000082,doc_000093,0.46153846153846156
doc_000078,doc_000093,0.46153846153846156
doc_000066,doc_000093,0.46153846153846156
doc_000056,doc_000093,0.46153846153846156
doc_000055,doc_000093,0.46153846153846156
doc_000034,doc_000093,0.46153846153846156
doc_000023,doc_000093,0.46153846153846156
doc_000020,doc_000093,0.46153846153846156
doc_000014,doc_000093,0.46153846153846156
doc_000038,doc_000093,0.46153846153846156
doc_000007,doc_000016,0.4444444444444444
doc_000006,doc_000016,0.4444444444444444
doc_000005,doc_000016,0.4444444444444444
doc_000003,doc_000016,0.4444444444444444
doc_000002,doc_000016,0.4444444444444444
doc_000002,doc_000027,0.4444444444444444
doc_000007,doc_000027,0.4444444444444444
doc_000006,doc_000027,0.4444444444444444
doc_000005,doc_000027,0.4444444444444444
doc_000003,doc_000027,0.4444444444444444
doc_000026,doc_000027,0.4444444444444444
doc_000024,doc_000027,0.4444444444444444
doc_000021,doc_000027,0.4444444444444444
doc_000002,doc_000030,0.4444444444444444
doc_000029,doc_000030,0.4444444444444444
doc_000007,doc_000030,0.4444444444444444
doc_000006,doc_000030,0.4444444444444444
doc_000005,doc_000030,0.4444444444444444
doc_000003,doc_000030,0.4444444444444444
doc_000026,doc_000030,0.4444444444444444
doc_000024,doc_000030,0.4444444444444444
doc_000021,doc_000030,0.4444444444444444
doc_000002,doc_000037,0.4444444444444444
doc_000029,doc_000037,0.4444444444444444
doc_000007,doc_000037,0.4444444444444444
doc_000006,doc_000037,0.4444444444444444
doc_000005,doc_000037,0.4444444444444444
doc_000003,doc_000037,0.4444444444444444
doc_000026,doc_000037,0.4444444444444444
doc_000024,doc_000037,0.4444444444444444
doc_000021,doc_000037,0.4444444444444444
doc_000002,doc_000047,0.4444444444444444
doc_000029,doc_000047,0.4444444444444444
doc_000007,doc_000047,0.4444444444444444
doc_000006,doc_000047,0.4444444444444444
doc_000005,doc_000047,0.4444444444444444
doc_000003,doc_000047,0.4444444444444444
doc_000046,doc_000047,0.4444444444444444
doc_000026,doc_000047,0.4444444444444444
doc_000024,doc_000047,0.4444444444444444
doc_000021,doc_000047,0.4444444444444444
doc_000002,doc_000059,0.4444444444444444
doc_000058,doc_000059,0.4444444444444444
doc_000051,doc_000059,0.4444444444444444
doc_000029,doc_000059,0.4444444444444444
doc_000007,doc_000059,0.4444444444444444
doc_000006,doc_000059,0.4444444444444444
doc_000005,doc_000059,0.4444444444444444
doc_000003,doc_000059,0.4444444444444444
doc_000057,doc_000059,0.4444444444444444
doc_000046,doc_000059,0.4444444444444444
doc_000026,doc_000059,0.4444444444444444
doc_000024,doc_000059,0.4444444444444444
doc_000021,doc_000059,0.4444444444444444
doc_000002,doc_000063,0.4444444444444444
doc_000058,doc_000063,0.4444444444444444
doc_000051,doc_000063,0.4444444444444444
doc_000029,doc_000063,0.4444444444444444
doc_000007,doc_000063,0.4444444444444444
doc_000006,doc_000063,0.4444444444444444
doc_000005,doc_000063,0.4444444444444444
doc_000003,doc_000063,0.4444444444444444
doc_000057,doc_000063,0.4444444444444444
doc_000046,doc_000063,0.4444444444444444
doc_000026,doc_000063,0.4444444444444444
doc_000024,doc_000063,0.4444444444444444
doc_000021,doc_000063,0.4444444444444444
doc_000002,doc_000070,0.4444444444444444
doc_000068,doc_000070,0.4444444444444444
doc_000058,doc_000070,0.4444444444444444
doc_000051,doc_000070,0.4444444444444444
doc_000029,doc_000070,0.4444444444444444
doc_000007,doc_000070,0.4444444444444444
doc_000006,doc_000070,0.4444444444444444
doc_000005,doc_000070,0.4444444444444444
doc_000003,doc_000070,0.4444444444444444
doc_000057,doc_000070,0.4444444444444444
doc_000046,doc_000070,0.4444444444444444
doc_000026,doc_000070,0.4444444444444444
doc_000024,doc_000070,0.4444444444444444
doc_000021,doc_000070,0.4444444444444444
doc_000002,doc_000071,0.4444444444444444
doc_000068,doc_000071,0.4444444444444444
doc_000058,doc_000071,0.4444444444444444
doc_000051,doc_000071,0.4444444444444444
doc_000029,doc_000071,0.4444444444444444
doc_000007,doc_000071,0.4444444444444444
doc_000006,doc_000071,0.4444444444444444
doc_000005,doc_000071,0.4444444444444444
doc_000003,doc_000071,0.4444444444444444
doc_000057,doc_000071,0.4444444444444444
doc_000046,doc_000071,0.4444444444444444
doc_000026,doc_000071,0.4444444444444444
doc_000024,doc_000071,0.4444444444444444
doc_000021,doc_000071,0.4444444444444444
doc_000002,doc_000096,0.4444444444444444
doc_000068,doc_000096,0.4444444444444444
doc_000058,doc_000096,0.4444444444444444
doc_000051,doc_000096,0.4444444444444444
doc_000029,doc_000096,0.4444444444444444
doc_000007,doc_000096,0.4444444444444444
doc_000006,doc_000096,0.4444444444444444
doc_000005,doc_000096,0.4444444444444444
doc_000003,doc_000096,0.4444444444444444
doc_000090,doc_000096,0.4444444444444444
doc_000089,doc_000096,0.4444444444444444
doc_000088,doc_000096,0.4444444444444444
doc_000080,doc_000096,0.4444444444444444
doc_000057,doc_000096,0.4444444444444444
doc_000046,doc_000096,0.4444444444444444
doc_000026,doc_000096,0.4444444444444444
doc_000024,doc_000096,0.4444444444444444
doc_000021,doc_000096,0.4444444444444444
doc_000074,doc_000096,0.4444444444444444
doc_000002,doc_000004,0.4444444444444444
doc_000003,doc_000004,0.4444444444444444
doc_000004,doc_000029,0.4444444444444444
doc_000000,doc_000029,0.4444444444444444
doc_000027,doc_000029,0.4444444444444444
doc_000016,doc_000029,0.4444444444444444
doc_000004,doc_000051,0.4444444444444444
doc_000000,doc_000051,0.4444444444444444
doc_000047,doc_000051,0.4444444444444444
doc_000037,doc_000051,0.4444444444444444
doc_000030,doc_000051,0.4444444444444444
doc_000027,doc_000051,0.4444444444444444
doc_000016,doc_000051,0.4444444444444444
doc_000004,doc_000058,0.4444444444444444
doc_000000,doc_000058,0.4444444444444444
doc_000047,doc_000058,0.4444444444444444
doc_000037,doc_000058,0.4444444444444444
doc_000030,doc_000058,0.4444444444444444
doc_000027,doc_000058,0.4444444444444444
doc_000016,doc_000058,0.4444444444444444
doc_000004,doc_000068,0.4444444444444444
doc_000000,doc_000068,0.4444444444444444
doc_000063,doc_000068,0.4444444444444444
doc_000059,doc_000068,0.4444444444444444
doc_000047,doc_000068,0.4444444444444444
doc_000037,doc_000068,0.4444444444444444
doc_000030,doc_000068,0.4444444444444444
doc_000027,doc_000068,0.4444444444444444
doc_000016,doc_000068,0.4444444444444444
doc_000004,doc_000074,0.4444444444444444
doc_000000,doc_000074,0.4444444444444444
doc_000071,doc_000074,0.4444444444444444
doc_000070,doc_000074,0.4444444444444444
doc_000063,doc_000074,0.4444444444444444
doc_000059,doc_000074,0.4444444444444444
doc_000047,doc_000074,0.4444444444444444
doc_000037,doc_000074,0.4444444444444444
doc_000030,doc_000074,0.4444444444444444
doc_000027,doc_000074,0.4444444444444444
doc_000016,doc_000074,0.4444444444444444
doc_000004,doc_000098,0.4444444444444444
doc_000000,doc_000098,0.4444444444444444
doc_000096,doc_000098,0.4444444444444444
doc_000071,doc_000098,0.4444444444444444
doc_000070,doc_000098,0.4444444444444444
doc_000063,doc_000098,0.4444444444444444
doc_000059,doc_000098,0.4444444444444444
doc_000047,doc_000098,0.4444444444444444
doc_000037,doc_000098,0.4444444444444444
doc_000030,doc_000098,0.4444444444444444
doc_000027,doc_000098,0.4444444444444444
doc_000016,doc_000098,0.4444444444444444
doc_000000,doc_000002,0.4444444444444444
doc_000004,doc_000021,0.4444444444444444
doc_000000,doc_000021,0.4444444444444444
doc_000016,doc_000021,0.4444444444444444
doc_000004,doc_000024,0.4444444444444444
doc_000000,doc_000024,0.4444444444444444
doc_000016,doc_000024,0.4444444444444444
doc_000004,doc_000026,0.4444444444444444
doc_000000,doc_000026,0.4444444444444444
doc_000016,doc_000026,0.4444444444444444
doc_000004,doc_000046,0.4444444444444444
doc_000000,doc_000046,0.4444444444444444
doc_000037,doc_000046,0.4444444444444444
doc_000030,doc_000046,0.4444444444444444
doc_000027,doc_000046,0.4444444444444444
doc_000016,doc_000046,0.4444444444444444
doc_000004,doc_000057,0.4444444444444444
doc_000000,doc_000057,0.4444444444444444
doc_000047,doc_000057,0.4444444444444444
doc_000037,doc_000057,0.4444444444444444
doc_000030,doc_000057,0.4444444444444444
doc_000027,doc_000057,0.4444444444444444
doc_000016,doc_000057,0.4444444444444444
doc_000004,doc_000080,0.4444444444444444
